                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49                                       50                                       51                                       52 
                            model_number                                num_zones                             initial_mass                                initial_z                                 star_age                                time_step                                     Teff                            photosphere_L                            photosphere_r                               center_eta                                center_h1                               center_he3                               center_he4                               center_c12                               center_n14                               center_o16                              center_ne20                                star_mass                                star_mdot                             star_mass_h1                            star_mass_he3                            star_mass_he4                            star_mass_c12                            star_mass_n14                            star_mass_o16                           star_mass_ne20                             he_core_mass                              c_core_mass                              o_core_mass                             si_core_mass                             fe_core_mass                   neutron_rich_core_mass                               tau10_mass                             tau10_radius                              tau100_mass                            tau100_radius                             dynamic_time                             kh_timescale                            nuc_timescale                           power_nuc_burn                             power_h_burn                            power_he_burn                                power_neu                                burn_min1                                burn_min2                             time_seconds                           version_number                                 compiler                                    build                         MESA_SDK_version                             math_backend                                     date 
                                   11000                                     1687                  1.0000000000000000E+000                  2.0000000000000000E-002                  1.2368623646537312E+010                  4.0649776611603983E+002                  3.3036502103587895E+003                  1.7164499661088214E+003                  1.2664448855831809E+002                  1.9622818476238425E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.8009478559603891E-001                  5.3582446924332750E-005                  9.5798821741622468E-003                  4.0819439813404770E-003                  2.0994814058797029E-003                  1.0000000000000000E+000                  0.0000000000000000E+000                  3.8622045338327321E-001                  7.6031651539453513E-004                  5.9315322559572514E-001                  1.7581147388069946E-003                  5.8757221951038904E-003                  6.0423615166312877E-003                  2.0994816594123254E-003                  4.3073815552229155E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9954727287837752E-001                  1.2432597157008377E+002                  9.9940436179787617E-001                  1.2365297308804490E+002                  1.4269639885452541E+007                  1.0798466767904387E+002                  5.8259781510963123E+006                  1.6988584194410162E+003                  1.6988522036613426E+003                  5.4609918375037193E-003                  1.1604365096166453E+002                  5.0000000000000000E+001                  1.0000000000000000E+003                  3.9033088013307347E+017                                  "12778"                               "gfortran"                                  "9.2.0"                    "x86_64-macos-20.4.1"                                 "CRMATH"                               "20200522" 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9 
                                    zone                                     mass                                     logR                                     logT                                   logRho                                     logP                        x_mass_fraction_H                       y_mass_fraction_He                   z_mass_fraction_metals 
                                       1                  1.0000000000000000E+000                  2.1025862944756204E+000                  3.5189940581522290E+000                 -8.4161866567021306E+000                  2.9071967736822928E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002 
                                       2                  9.9999999999949996E-001                  2.1025862944625349E+000                  3.5189940584229049E+000                 -8.4161866548182722E+000                  2.9071967758472965E+000                  6.9999999999999929E-001                  2.8000000000000080E-001                  1.9999999999999907E-002 
                                       3                  9.9999999999768741E-001                  2.1025862944150915E+000                  3.5189940592685467E+000                 -8.4161866489327455E+000                  2.9071967826111735E+000                  6.9999999322099926E-001                  2.8000000677899867E-001                  2.0000000000002016E-002 
                                       4                  9.9999999999227518E-001                  2.1025862942734266E+000                  3.5189940615282116E+000                 -8.4161853255954764E+000                  2.9071968006851385E+000                  6.9999686503070491E-001                  2.8000313328879251E-001                  2.0000001680502644E-002 
                                       5                  9.9999999997838218E-001                  2.1025862939097730E+000                  3.5189940667777773E+000                 -8.4161649238437608E+000                  2.9071968426744501E+000                  6.9994804066139227E-001                  2.8005191664086854E-001                  2.0000042697739140E-002 
                                       6                  9.9999999994742539E-001                  2.1025862930995096E+000                  3.5189940740242251E+000                 -8.4161367589364957E+000                  2.9071969006391107E+000                  6.9988064045769061E-001                  2.8011923667258332E-001                  2.0000122869726078E-002 
                                       7                  9.9999999991646860E-001                  2.1025862922893017E+000                  3.5189940863533593E+000                 -8.4160596366445546E+000                  2.9071969992671236E+000                  6.9969597220570023E-001                  2.8030373785492568E-001                  2.0000289939374083E-002 
                                       8                  9.9999999984207799E-001                  2.1025862903426824E+000                  3.5189941037621661E+000                 -8.4159533013938201E+000                  2.9071971385584638E+000                  6.9944139713896891E-001                  2.8055808680365274E-001                  2.0000516057378404E-002 
                                       9                  9.9999999976768750E-001                  2.1025862883965400E+000                  3.5189941262274451E+000                 -8.4157245584497637E+000                  2.9071973183545463E+000                  6.9889373489909856E-001                  2.8110487855946648E-001                  2.0001386541435018E-002 
                                      10                  9.9999999965003261E-001                  2.1025862853201720E+000                  3.5189941537414073E+000                 -8.4155123422907465E+000                  2.9071975386553164E+000                  6.9838590707776849E-001                  2.8161183792189687E-001                  2.0002255000334701E-002 
