                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49                                       50                                       51                                       52 
                            model_number                                num_zones                             initial_mass                                initial_z                                 star_age                                time_step                                     Teff                            photosphere_L                            photosphere_r                               center_eta                                center_h1                               center_he3                               center_he4                               center_c12                               center_n14                               center_o16                              center_ne20                                star_mass                                star_mdot                             star_mass_h1                            star_mass_he3                            star_mass_he4                            star_mass_c12                            star_mass_n14                            star_mass_o16                           star_mass_ne20                             he_core_mass                              c_core_mass                              o_core_mass                             si_core_mass                             fe_core_mass                   neutron_rich_core_mass                               tau10_mass                             tau10_radius                              tau100_mass                            tau100_radius                             dynamic_time                             kh_timescale                            nuc_timescale                           power_nuc_burn                             power_h_burn                            power_he_burn                                power_neu                                burn_min1                                burn_min2                             time_seconds                           version_number                                 compiler                                    build                         MESA_SDK_version                             math_backend                                     date 
                                   14658                                     1917                  1.0000000000000000E+000                  2.0000000000000000E-002                  1.2369770354608938E+010                  1.2354232713049392E+002                  3.1770962882767794E+003                  2.5120024912450895E+003                  1.6565636025358563E+002                  2.0086780970625821E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.8008477333259014E-001                  6.3418923642932098E-005                  9.5795895314158414E-003                  4.0819943494431006E-003                  2.0998994672534956E-003                  1.0000000000000000E+000                  0.0000000000000000E+000                  3.6231749442015254E-001                  7.1337343573158157E-004                  6.1700681872801866E-001                  1.7818276752561487E-003                  6.2671493536976264E-003                  5.7219714908070983E-003                  2.1010405006822714E-003                  4.6598466923205806E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9892884134485382E-001                  1.6182794836482606E+002                  9.9858729320543960E-001                  1.6070415781868732E+002                  2.1347437166282542E+007                  5.6409384139847845E+001                  3.9808877717487607E+006                  2.6765675187266429E+003                  2.4816366341508347E+003                  1.9407173357575857E+002                  1.6983003965861323E+002                  5.0000000000000000E+001                  1.0000000000000000E+003                  3.9036706811838573E+017                                  "12778"                               "gfortran"                                  "9.2.0"                    "x86_64-macos-20.4.1"                                 "CRMATH"                               "20200522" 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9 
                                    zone                                     mass                                     logR                                     logT                                   logRho                                     logP                        x_mass_fraction_H                       y_mass_fraction_He                   z_mass_fraction_metals 
                                       1                  1.0000000000000000E+000                  2.2192081149539176E+000                  3.5020303772173484E+000                 -8.4968455014472095E+000                  2.8084873060335949E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002 
                                       2                  9.9999999999949996E-001                  2.2192081149468756E+000                  3.5020303773334063E+000                 -8.4968455006425234E+000                  2.8084873069618790E+000                  6.9999999999999929E-001                  2.8000000000000080E-001                  1.9999999999999907E-002 
                                       3                  9.9999999999768741E-001                  2.2192081149213498E+000                  3.5020303776959958E+000                 -8.4968454981285362E+000                  2.8084873098620138E+000                  6.9999999322099926E-001                  2.8000000677899867E-001                  2.0000000000002016E-002 
                                       4                  9.9999999999227518E-001                  2.2192081148451321E+000                  3.5020303786648808E+000                 -8.4968441869252054E+000                  2.8084873176115477E+000                  6.9999686503070491E-001                  2.8000313328879251E-001                  2.0000001680502644E-002 
                                       5                  9.9999999997838218E-001                  2.2192081146494820E+000                  3.5020303814607021E+000                 -8.4968155417575826E+000                  2.8084873399740027E+000                  6.9992807249507605E-001                  2.8007185865369744E-001                  2.0000068851226516E-002 
                                       6                  9.9999999993656685E-001                  2.2192081140606525E+000                  3.5020303867865681E+000                 -8.4966918661716573E+000                  2.8084873825785386E+000                  6.9963098317972328E-001                  2.8036859997852120E-001                  2.0000416841755575E-002 
                                       7                  9.9999999987224752E-001                  2.2192081131551893E+000                  3.5020303932401027E+000                 -8.4965691878116321E+000                  2.8084874342166510E+000                  6.9933636524020215E-001                  2.8066279614193057E-001                  2.0000838617867278E-002 
                                       8                  9.9999999980792820E-001                  2.2192081122499774E+000                  3.5020304029182685E+000                 -8.4963850937069463E+000                  2.8084875116738108E+000                  6.9889443833092046E-001                  2.8110409038704465E-001                  2.0001471282034888E-002 
                                       9                  9.9999999967928954E-001                  2.2192081104403281E+000                  3.5020304184628608E+000                 -8.4959495826117504E+000                  2.8084876361489646E+000                  6.9784927118440410E-001                  2.8214744333642028E-001                  2.0003285479175625E-002 
                                      10                  9.9999999949784091E-001                  2.2192081078903190E+000                  3.5020304366373258E+000                 -8.4953538554002890E+000                  2.8084877818230356E+000                  6.9642079009018476E-001                  2.8357232659424947E-001                  2.0006883315565771E-002 
                                      11                  9.9999999931639227E-001                  2.2192081053438066E+000                  3.5020304614225615E+000                 -8.4942674584191700E+000                  2.8084879807182537E+000                  6.9381922463515400E-001                  2.8616638482467610E-001                  2.0014390540169957E-002 
                                      12                  9.9999999900236114E-001                  2.2192081009475966E+000                  3.5020304927777053E+000                 -8.4932603849885986E+000                  2.8084882328345544E+000                  6.9141202608083541E-001                  2.8856579668092341E-001                  2.0022177238241179E-002 
                                      13                  9.9999999868833001E-001                  2.2192080965615686E+000                  3.5020305373568976E+000                 -8.4918777142074244E+000                  2.8084885918599909E+000                  6.8811394856456742E-001                  2.9185247497821182E-001                  2.0033576457220814E-002 
                                      14                  9.9999999810797047E-001                  2.2192080884815351E+000                  3.5020305950729043E+000                 -8.4907066374001960E+000                  2.8084890577943238E+000                  6.8532735389014998E-001                  2.9462859856022394E-001                  2.0044047549626076E-002 
                                      15                  9.9999999752761093E-001                  2.2192080804232566E+000                  3.5020306776174954E+000                 -8.4892549190907047E+000                  2.8084897253038514E+000                  6.8188168448121900E-001                  2.9805902728544359E-001                  2.0059288233337469E-002 
                                      16                  9.9999999644509230E-001                  2.2192080654426749E+000                  3.5020307849151036E+000                 -8.4890205949624473E+000                  2.8084905943877336E+000                  6.8132798816722373E-001                  2.9860999963721346E-001                  2.0062012195562806E-002 
                                      17                  9.9999999536257367E-001                  2.2192080504701717E+000                  3.5020309381394301E+000                 -8.4886106859400403E+000                  2.8084918359417848E+000                  6.8035942384049597E-001                  2.9957377691060977E-001                  2.0066799248894318E-002 
